r,a,b,n,s,c,f,m
61,1,24,25,106,1,24,25
61,1,24,25,107,1,24,25
61,1,24,25,109,1,24,25
61,1,27,28,62,1,27,28
61,1,27,28,67,1,27,28
61,1,27,28,71,1,27,28
61,1,27,28,73,1,27,28
61,1,27,28,74,1,27,28
61,1,27,28,79,1,27,28
61,1,27,28,82,1,27,28
61,1,27,28,83,1,27,28
61,1,27,28,86,1,27,28
61,1,27,28,89,1,27,28
61,1,27,28,94,1,27,28
61,1,27,28,97,1,27,28
61,1,27,28,101,1,27,28
61,1,27,28,103,1,27,28
61,1,27,28,106,1,27,28
61,1,27,28,107,1,27,28
61,1,27,28,109,1,27,28
61,1,27,28,113,1,27,28
61,1,27,28,118,1,27,28
61,1,32,33,67,1,32,33
61,1,32,33,71,1,32,33
61,1,32,33,73,1,32,33
61,1,32,33,79,1,32,33
61,1,32,33,83,1,32,33
61,1,32,33,89,1,32,33
61,1,35,36,67,1,35,36
61,1,35,36,71,1,35,36
61,1,35,36,73,1,35,36
61,1,35,36,79,1,35,36
61,1,35,36,83,1,35,36
61,1,35,36,89,1,35,36
61,1,35,36,97,1,35,36
61,1,35,36,101,1,35,36
61,1,35,36,103,1,35,36
61,1,35,36,107,1,35,36
61,1,48,49,62,1,48,49
61,1,48,49,67,1,48,49
61,1,48,49,69,1,48,49
61,1,48,49,71,1,48,49
61,1,48,49,73,1,48,49
61,1,48,49,79,1,48,49
61,1,48,49,83,1,48,49
61,1,48,49,87,1,48,49
61,1,48,49,89,1,48,49
61,1,48,49,93,1,48,49
61,1,48,49,97,1,48,49
61,1,48,49,101,1,48,49
61,1,48,49,103,1,48,49
61,1,48,49,107,1,48,49
61,1,48,49,109,1,48,49
61,1,48,49,113,1,48,49
61,1,49,50,67,1,49,50
61,1,49,50,71,1,49,50
61,1,49,50,73,1,49,50
61,1,49,50,79,1,49,50
61,1,49,50,83,1,49,50
61,1,49,50,89,1,49,50
61,1,49,50,97,1,49,50
61,1,49,50,101,1,49,50
61,1,49,50,103,1,49,50
61,1,49,50,107,1,49,50
61,1,49,50,109,1,49,50
61,1,63,64,62,1,63,64
61,1,63,64,67,1,63,64
61,1,63,64,68,1,63,64
61,1,63,64,69,1,63,64
61,1,63,64,71,1,63,64
61,1,63,64,73,1,63,64
61,1,63,64,74,1,63,64
61,1,63,64,76,1,63,64
61,1,63,64,79,1,63,64
61,1,63,64,82,1,63,64
61,1,63,64,83,1,63,64
61,1,63,64,85,1,63,64
61,1,63,64,86,1,63,64
61,1,63,64,89,1,63,64
61,1,63,64,92,1,63,64
61,1,63,64,94,1,63,64
61,1,63,64,95,1,63,64
61,1,63,64,97,1,63,64
61,1,63,64,101,1,63,64
61,1,63,64,103,1,63,64
61,1,63,64,106,1,63,64
61,1,63,64,107,1,63,64
61,1,63,64,109,1,63,64
61,1,63,64,113,1,63,64
61,1,63,64,115,1,63,64
61,1,63,64,118,1,63,64
61,1,63,64,127,1,63,64
61,1,63,64,131,1,63,64
61,1,64,65,67,1,64,65
61,1,64,65,71,1,64,65
61,1,64,65,73,1,64,65
61,1,64,65,79,1,64,65
61,1,64,65,83,1,64,65
61,1,64,65,89,1,64,65
61,1,64,65,97,1,64,65
61,1,64,65,101,1,64,65
61,1,64,65,103,1,64,65
61,1,64,65,107,1,64,65
61,1,80,81,62,1,80,81
61,1,80,81,65,1,80,81
61,1,80,81,67,1,80,81
61,1,80,81,68,1,80,81
61,1,80,81,69,1,80,81
61,1,80,81,71,1,80,81
61,1,80,81,73,1,80,81
61,1,80,81,74,1,80,81
61,1,80,81,78,1,80,81
61,1,80,81,79,1,80,81
61,1,80,81,82,1,80,81
61,1,80,81,83,1,80,81
61,1,80,81,85,1,80,81
61,1,80,81,86,1,80,81
61,1,80,81,87,1,80,81
61,1,80,81,89,1,80,81
61,1,80,81,91,1,80,81
61,1,80,81,92,1,80,81
61,1,80,81,93,1,80,81
61,1,80,81,94,1,80,81
61,1,80,81,97,1,80,81
61,1,80,81,101,1,80,81
61,1,80,81,102,1,80,81
61,1,80,81,103,1,80,81
61,1,80,81,106,1,80,81
61,1,80,81,107,1,80,81
61,1,80,81,109,1,80,81
61,1,80,81,113,1,80,81
61,1,80,81,116,1,80,81
61,1,80,81,118,1,80,81
61,1,80,81,119,1,80,81
61,1,80,81,124,1,80,81
61,1,98,99,67,1,98,99
61,1,98,99,71,1,98,99
61,1,98,99,73,1,98,99
61,1,98,99,79,1,98,99
61,1,98,99,83,1,98,99
61,1,98,99,89,1,98,99
61,1,98,99,94,1,98,99
61,1,98,99,97,1,98,99
61,1,98,99,101,1,98,99
61,1,98,99,103,1,98,99
61,1,98,99,106,1,98,99
61,1,98,99,107,1,98,99
61,1,98,99,109,1,98,99
61,1,98,99,113,1,98,99
61,1,98,99,118,1,98,99
61,1,125,126,62,1,125,126
61,1,125,126,67,1,125,126
61,1,125,126,71,1,125,126
61,1,125,126,73,1,125,126
61,1,125,126,74,1,125,126
61,1,125,126,79,1,125,126
61,1,125,126,82,1,125,126
61,1,125,126,83,1,125,126
61,1,125,126,86,1,125,126
61,1,125,126,89,1,125,126
61,1,125,126,93,1,125,126
61,1,125,126,94,1,125,126
61,1,125,126,97,1,125,126
61,1,125,126,101,1,125,126
61,1,125,126,103,1,125,126
61,1,125,126,106,1,125,126
61,1,125,126,107,1,125,126
61,1,125,126,109,1,125,126
61,1,125,126,113,1,125,126
61,1,125,126,118,1,125,126
61,1,125,126,124,1,125,126
61,1,125,126,127,1,125,126
61,1,125,126,129,1,125,126
61,1,125,126,131,1,125,126
61,1,144,145,67,1,144,145
61,1,144,145,71,1,144,145
61,1,144,145,73,1,144,145
61,1,144,145,79,1,144,145
61,1,144,145,83,1,144,145
61,1,144,145,89,1,144,145
61,1,144,145,97,1,144,145
61,1,144,145,101,1,144,145
61,1,144,145,103,1,144,145
61,1,144,145,107,1,144,145
61,1,144,145,109,1,144,145
61,1,224,225,62,1,224,225
61,1,224,225,67,1,224,225
61,1,224,225,71,1,224,225
61,1,224,225,73,1,224,225
61,1,224,225,74,1,224,225
61,1,224,225,79,1,224,225
61,1,224,225,82,1,224,225
61,1,224,225,83,1,224,225
61,1,224,225,86,1,224,225
61,1,224,225,89,1,224,225
61,1,224,225,93,1,224,225
61,1,224,225,94,1,224,225
61,1,224,225,97,1,224,225
61,1,224,225,101,1,224,225
61,1,224,225,103,1,224,225
61,1,224,225,107,1,224,225
61,1,224,225,109,1,224,225
61,1,224,225,113,1,224,225
61,1,242,243,62,1,242,243
61,1,242,243,67,1,242,243
61,1,242,243,71,1,242,243
61,1,242,243,73,1,242,243
61,1,242,243,74,1,242,243
61,1,242,243,79,1,242,243
61,1,242,243,82,1,242,243
61,1,242,243,83,1,242,243
61,1,242,243,86,1,242,243
61,1,242,243,87,1,242,243
61,1,242,243,89,1,242,243
61,1,242,243,93,1,242,243
61,1,242,243,94,1,242,243
61,1,242,243,97,1,242,243
61,1,242,243,101,1,242,243
61,1,242,243,103,1,242,243
61,1,242,243,106,1,242,243
61,1,242,243,107,1,242,243
61,1,242,243,109,1,242,243
61,1,242,243,111,1,242,243
61,1,242,243,113,1,242,243
61,1,242,243,118,1,242,243
61,1,288,289,67,1,288,289
61,1,288,289,71,1,288,289
61,1,288,289,73,1,288,289
61,1,288,289,74,1,288,289
61,1,288,289,79,1,288,289
61,1,288,289,82,1,288,289
61,1,288,289,83,1,288,289
61,1,288,289,86,1,288,289
61,1,288,289,89,1,288,289
61,1,288,289,94,1,288,289
61,1,288,289,97,1,288,289
61,1,288,289,101,1,288,289
61,1,288,289,103,1,288,289
61,1,288,289,106,1,288,289
61,1,288,289,107,1,288,289
61,1,288,289,109,1,288,289
61,1,288,289,113,1,288,289
61,1,288,289,118,1,288,289
61,1,288,289,127,1,288,289
61,1,288,289,131,1,288,289
61,1,512,513,67,1,512,513
61,1,512,513,71,1,512,513
61,1,512,513,73,1,512,513
61,1,512,513,79,1,512,513
61,1,512,513,82,1,512,513
61,1,512,513,83,1,512,513
61,1,512,513,86,1,512,513
61,1,512,513,89,1,512,513
61,1,512,513,94,1,512,513
61,1,512,513,97,1,512,513
61,1,512,513,101,1,512,513
61,1,512,513,103,1,512,513
61,1,512,513,106,1,512,513
61,1,512,513,107,1,512,513
61,1,512,513,109,1,512,513
61,1,512,513,113,1,512,513
61,1,512,513,118,1,512,513
61,1,512,513,127,1,512,513
61,1,512,513,131,1,512,513
61,1,512,513,134,1,512,513
61,1,512,513,137,1,512,513
61,1,2400,2401,62,1,2400,2401
61,1,2400,2401,67,1,2400,2401
61,1,2400,2401,71,1,2400,2401
61,1,2400,2401,73,1,2400,2401
61,1,2400,2401,79,1,2400,2401
61,1,2400,2401,83,1,2400,2401
61,1,2400,2401,86,1,2400,2401
61,1,2400,2401,89,1,2400,2401
61,1,2400,2401,97,1,2400,2401
61,1,2400,2401,101,1,2400,2401
61,1,2400,2401,103,1,2400,2401
61,1,2400,2401,107,1,2400,2401
61,1,2400,2401,109,1,2400,2401
61,1,2400,2401,113,1,2400,2401
61,1,2400,2401,127,1,2400,2401
61,1,4374,4375,73,1,4374,4375
61,1,4374,4375,79,1,4374,4375
61,1,4374,4375,83,1,4374,4375
61,1,4374,4375,89,1,4374,4375
61,1,4374,4375,97,1,4374,4375
61,1,4374,4375,101,1,4374,4375
61,1,4374,4375,103,1,4374,4375
61,1,4374,4375,107,1,4374,4375
61,1,4374,4375,109,1,4374,4375
61,1,4374,4375,113,1,4374,4375
61,1,4374,4375,127,1,4374,4375
61,1,4374,4375,131,1,4374,4375
62,1,24,25,67,1,24,25
62,1,24,25,71,1,24,25
62,1,24,25,73,1,24,25
62,1,24,25,79,1,24,25
62,1,24,25,83,1,24,25
62,1,24,25,89,1,24,25
62,1,24,25,97,1,24,25
62,1,24,25,101,1,24,25
62,1,24,25,103,1,24,25
62,1,24,25,107,1,24,25
62,1,24,25,109,1,24,25
62,1,27,28,67,1,27,28
62,1,27,28,71,1,27,28
62,1,27,28,73,1,27,28
62,1,27,28,79,1,27,28
62,1,27,28,83,1,27,28
62,1,27,28,89,1,27,28
62,1,27,28,97,1,27,28
62,1,27,28,101,1,27,28
62,1,27,28,103,1,27,28
62,1,27,28,107,1,27,28
62,1,27,28,109,1,27,28
62,1,27,28,113,1,27,28
62,1,48,49,67,1,48,49
62,1,63,64,67,1,63,64
62,1,63,64,71,1,63,64
62,1,63,64,73,1,63,64
62,1,63,64,79,1,63,64
62,1,63,64,83,1,63,64
62,1,63,64,89,1,63,64
62,1,63,64,97,1,63,64
62,1,63,64,101,1,63,64
62,1,63,64,103,1,63,64
62,1,63,64,107,1,63,64
62,1,63,64,109,1,63,64
62,1,63,64,113,1,63,64
62,1,80,81,67,1,80,81
62,1,80,81,69,1,80,81
62,1,80,81,71,1,80,81
62,1,80,81,73,1,80,81
62,1,80,81,79,1,80,81
62,1,80,81,83,1,80,81
62,1,80,81,87,1,80,81
62,1,80,81,89,1,80,81
62,1,80,81,97,1,80,81
62,1,80,81,101,1,80,81
62,1,80,81,103,1,80,81
62,1,80,81,107,1,80,81
62,1,80,81,109,1,80,81
62,1,80,81,113,1,80,81
62,1,125,126,67,1,125,126
62,1,125,126,71,1,125,126
62,1,125,126,73,1,125,126
62,1,125,126,79,1,125,126
62,1,125,126,83,1,125,126
62,1,125,126,89,1,125,126
62,1,125,126,97,1,125,126
62,1,125,126,101,1,125,126
62,1,125,126,103,1,125,126
62,1,125,126,107,1,125,126
62,1,125,126,109,1,125,126
62,1,125,126,113,1,125,126
62,1,224,225,67,1,224,225
62,1,224,225,71,1,224,225
62,1,224,225,73,1,224,225
62,1,224,225,79,1,224,225
62,1,224,225,83,1,224,225
62,1,224,225,89,1,224,225
62,1,224,225,97,1,224,225
62,1,224,225,101,1,224,225
62,1,224,225,103,1,224,225
62,1,242,243,67,1,242,243
62,1,242,243,71,1,242,243
62,1,242,243,73,1,242,243
62,1,242,243,79,1,242,243
62,1,242,243,83,1,242,243
62,1,242,243,89,1,242,243
62,1,242,243,97,1,242,243
62,1,242,243,101,1,242,243
62,1,242,243,103,1,242,243
62,1,242,243,107,1,242,243
62,1,242,243,109,1,242,243
62,1,242,243,113,1,242,243
62,1,2400,2401,73,1,2400,2401
62,1,2400,2401,79,1,2400,2401
62,1,2400,2401,83,1,2400,2401
62,1,2400,2401,89,1,2400,2401
62,1,2400,2401,97,1,2400,2401
62,1,4374,4375,73,1,4374,4375
62,1,4374,4375,79,1,4374,4375
62,1,4374,4375,83,1,4374,4375
62,1,4374,4375,89,1,4374,4375
62,1,4374,4375,97,1,4374,4375
62,1,4374,4375,101,1,4374,4375
62,1,4374,4375,103,1,4374,4375
62,1,4374,4375,107,1,4374,4375
62,1,4374,4375,109,1,4374,4375
62,1,4374,4375,113,1,4374,4375
62,1,4374,4375,127,1,4374,4375
62,1,4374,4375,131,1,4374,4375
62,1,4374,4375,137,1,4374,4375
62,3,125,128,67,1,124,125
62,3,125,128,71,1,124,125
62,3,125,128,73,1,124,125
62,3,125,128,79,1,124,125
62,3,125,128,83,1,124,125
62,3,125,128,89,1,124,125
62,3,125,128,97,1,124,125
62,3,125,128,101,1,124,125
62,3,125,128,103,1,124,125
62,3,125,128,107,1,124,125
62,3,125,128,109,1,124,125
62,3,125,128,113,1,124,125
62,3,125,128,127,1,124,125
62,3,125,128,131,1,124,125
63,1,4374,4375,73,1,4374,4375
63,1,4374,4375,79,1,4374,4375
65,1,80,81,67,1,80,81
65,1,80,81,71,1,80,81
65,1,80,81,73,1,80,81
65,1,80,81,79,1,80,81
65,1,80,81,83,1,80,81
65,1,2400,2401,73,1,2400,2401
65,1,2400,2401,79,1,2400,2401
65,1,2400,2401,83,1,2400,2401
65,1,2400,2401,89,1,2400,2401
65,1,2400,2401,97,1,2400,2401
65,1,2400,2401,101,1,2400,2401
65,1,2400,2401,103,1,2400,2401
67,1,15,16,71,1,15,16
67,1,15,16,73,1,15,16
67,1,15,16,79,1,15,16
67,1,15,16,83,1,15,16
67,1,24,25,71,1,24,25
67,1,24,25,73,1,24,25
67,1,24,25,74,1,24,25
67,1,24,25,79,1,24,25
67,1,24,25,82,1,24,25
67,1,24,25,83,1,24,25
67,1,24,25,86,1,24,25
67,1,24,25,89,1,24,25
67,1,24,25,94,1,24,25
67,1,24,25,97,1,24,25
67,1,24,25,101,1,24,25
67,1,24,25,103,1,24,25
67,1,24,25,106,1,24,25
67,1,24,25,107,1,24,25
67,1,24,25,109,1,24,25
67,1,27,28,71,1,27,28
67,1,27,28,73,1,27,28
67,1,27,28,74,1,27,28
67,1,27,28,79,1,27,28
67,1,27,28,82,1,27,28
67,1,27,28,83,1,27,28
67,1,27,28,86,1,27,28
67,1,27,28,89,1,27,28
67,1,27,28,94,1,27,28
67,1,27,28,97,1,27,28
67,1,27,28,101,1,27,28
67,1,27,28,103,1,27,28
67,1,27,28,106,1,27,28
67,1,27,28,107,1,27,28
67,1,27,28,109,1,27,28
67,1,27,28,113,1,27,28
67,1,27,28,118,1,27,28
67,1,32,33,71,1,32,33
67,1,32,33,73,1,32,33
67,1,32,33,79,1,32,33
67,1,32,33,83,1,32,33
67,1,32,33,89,1,32,33
67,1,35,36,71,1,35,36
67,1,35,36,73,1,35,36
67,1,35,36,79,1,35,36
67,1,35,36,83,1,35,36
67,1,35,36,89,1,35,36
67,1,35,36,97,1,35,36
67,1,35,36,101,1,35,36
67,1,35,36,103,1,35,36
67,1,35,36,107,1,35,36
67,1,48,49,69,1,48,49
67,1,48,49,71,1,48,49
67,1,48,49,73,1,48,49
67,1,48,49,79,1,48,49
67,1,48,49,83,1,48,49
67,1,48,49,87,1,48,49
67,1,48,49,89,1,48,49
67,1,48,49,93,1,48,49
67,1,48,49,97,1,48,49
67,1,48,49,101,1,48,49
67,1,48,49,103,1,48,49
67,1,48,49,107,1,48,49
67,1,48,49,109,1,48,49
67,1,48,49,113,1,48,49
67,1,49,50,71,1,49,50
67,1,49,50,73,1,49,50
67,1,49,50,79,1,49,50
67,1,49,50,83,1,49,50
67,1,49,50,89,1,49,50
67,1,49,50,97,1,49,50
67,1,49,50,101,1,49,50
67,1,49,50,103,1,49,50
67,1,49,50,107,1,49,50
67,1,49,50,109,1,49,50
67,1,63,64,68,1,63,64
67,1,63,64,69,1,63,64
67,1,63,64,71,1,63,64
67,1,63,64,73,1,63,64
67,1,63,64,74,1,63,64
67,1,63,64,76,1,63,64
67,1,63,64,79,1,63,64
67,1,63,64,82,1,63,64
67,1,63,64,83,1,63,64
67,1,63,64,85,1,63,64
67,1,63,64,86,1,63,64
67,1,63,64,89,1,63,64
67,1,63,64,92,1,63,64
67,1,63,64,94,1,63,64
67,1,63,64,95,1,63,64
67,1,63,64,97,1,63,64
67,1,63,64,101,1,63,64
67,1,63,64,103,1,63,64
67,1,63,64,106,1,63,64
67,1,63,64,107,1,63,64
67,1,63,64,109,1,63,64
67,1,63,64,113,1,63,64
67,1,63,64,115,1,63,64
67,1,63,64,118,1,63,64
67,1,63,64,122,1,63,64
67,1,63,64,127,1,63,64
67,1,63,64,131,1,63,64
67,1,64,65,71,1,64,65
67,1,64,65,73,1,64,65
67,1,64,65,79,1,64,65
67,1,64,65,83,1,64,65
67,1,64,65,89,1,64,65
67,1,64,65,97,1,64,65
67,1,64,65,101,1,64,65
67,1,64,65,103,1,64,65
67,1,64,65,107,1,64,65
67,1,80,81,68,1,80,81
67,1,80,81,69,1,80,81
67,1,80,81,71,1,80,81
67,1,80,81,73,1,80,81
67,1,80,81,74,1,80,81
67,1,80,81,78,1,80,81
67,1,80,81,79,1,80,81
67,1,80,81,82,1,80,81
67,1,80,81,83,1,80,81
67,1,80,81,85,1,80,81
67,1,80,81,86,1,80,81
67,1,80,81,87,1,80,81
67,1,80,81,89,1,80,81
67,1,80,81,91,1,80,81
67,1,80,81,92,1,80,81
67,1,80,81,93,1,80,81
67,1,80,81,94,1,80,81
67,1,80,81,97,1,80,81
67,1,80,81,101,1,80,81
67,1,80,81,102,1,80,81
67,1,80,81,103,1,80,81
67,1,80,81,106,1,80,81
67,1,80,81,107,1,80,81
67,1,80,81,109,1,80,81
67,1,80,81,113,1,80,81
67,1,80,81,116,1,80,81
67,1,80,81,118,1,80,81
67,1,80,81,119,1,80,81
67,1,80,81,122,1,80,81
67,1,80,81,124,1,80,81
67,1,98,99,71,1,98,99
67,1,98,99,73,1,98,99
67,1,98,99,79,1,98,99
67,1,98,99,83,1,98,99
67,1,98,99,89,1,98,99
67,1,98,99,94,1,98,99
67,1,98,99,97,1,98,99
67,1,98,99,101,1,98,99
67,1,98,99,103,1,98,99
67,1,98,99,106,1,98,99
67,1,98,99,107,1,98,99
67,1,98,99,109,1,98,99
67,1,98,99,113,1,98,99
67,1,98,99,118,1,98,99
67,1,124,125,71,1,124,125
67,1,124,125,73,1,124,125
67,1,124,125,79,1,124,125
67,1,124,125,83,1,124,125
67,1,124,125,89,1,124,125
67,1,124,125,93,3,125,128
67,1,124,125,97,1,124,125
67,1,124,125,101,1,124,125
67,1,124,125,103,1,124,125
67,1,124,125,107,1,124,125
67,1,124,125,109,1,124,125
67,1,124,125,113,1,124,125
67,1,124,125,124,3,125,128
67,1,124,125,127,1,124,125
67,1,124,125,131,1,124,125
67,1,125,126,71,1,125,126
67,1,125,126,73,1,125,126
67,1,125,126,74,1,125,126
67,1,125,126,79,1,125,126
67,1,125,126,82,1,125,126
67,1,125,126,83,1,125,126
67,1,125,126,86,1,125,126
67,1,125,126,89,1,125,126
67,1,125,126,93,1,125,126
67,1,125,126,94,1,125,126
67,1,125,126,97,1,125,126
67,1,125,126,101,1,125,126
67,1,125,126,103,1,125,126
67,1,125,126,106,1,125,126
67,1,125,126,107,1,125,126
67,1,125,126,109,1,125,126
67,1,125,126,113,1,125,126
67,1,125,126,118,1,125,126
67,1,125,126,122,1,125,126
67,1,125,126,124,1,125,126
67,1,125,126,127,1,125,126
67,1,125,126,129,1,125,126
67,1,125,126,131,1,125,126
67,1,144,145,71,1,144,145
67,1,144,145,73,1,144,145
67,1,144,145,79,1,144,145
67,1,144,145,83,1,144,145
67,1,144,145,89,1,144,145
67,1,144,145,97,1,144,145
67,1,144,145,101,1,144,145
67,1,144,145,103,1,144,145
67,1,144,145,107,1,144,145
67,1,144,145,109,1,144,145
67,1,224,225,71,1,224,225
67,1,224,225,73,1,224,225
67,1,224,225,74,1,224,225
67,1,224,225,79,1,224,225
67,1,224,225,82,1,224,225
67,1,224,225,83,1,224,225
67,1,224,225,86,1,224,225
67,1,224,225,89,1,224,225
67,1,224,225,93,1,224,225
67,1,224,225,94,1,224,225
67,1,224,225,97,1,224,225
67,1,224,225,101,1,224,225
67,1,224,225,103,1,224,225
67,1,224,225,107,1,224,225
67,1,224,225,109,1,224,225
67,1,224,225,113,1,224,225
67,1,242,243,71,1,242,243
67,1,242,243,73,1,242,243
67,1,242,243,74,1,242,243
67,1,242,243,79,1,242,243
67,1,242,243,82,1,242,243
67,1,242,243,83,1,242,243
67,1,242,243,86,1,242,243
67,1,242,243,87,1,242,243
67,1,242,243,89,1,242,243
67,1,242,243,93,1,242,243
67,1,242,243,94,1,242,243
67,1,242,243,97,1,242,243
67,1,242,243,101,1,242,243
67,1,242,243,103,1,242,243
67,1,242,243,106,1,242,243
67,1,242,243,107,1,242,243
67,1,242,243,109,1,242,243
67,1,242,243,111,1,242,243
67,1,242,243,113,1,242,243
67,1,242,243,118,1,242,243
67,1,242,243,122,1,242,243
67,1,288,289,71,1,288,289
67,1,288,289,73,1,288,289
67,1,288,289,74,1,288,289
67,1,288,289,79,1,288,289
67,1,288,289,82,1,288,289
67,1,288,289,83,1,288,289
67,1,288,289,86,1,288,289
67,1,288,289,89,1,288,289
67,1,288,289,94,1,288,289
67,1,288,289,97,1,288,289
67,1,288,289,101,1,288,289
67,1,288,289,103,1,288,289
67,1,288,289,106,1,288,289
67,1,288,289,107,1,288,289
67,1,288,289,109,1,288,289
67,1,288,289,113,1,288,289
67,1,288,289,118,1,288,289
67,1,288,289,122,1,288,289
67,1,288,289,127,1,288,289
67,1,288,289,131,1,288,289
67,1,512,513,71,1,512,513
67,1,512,513,73,1,512,513
67,1,512,513,79,1,512,513
67,1,512,513,82,1,512,513
67,1,512,513,83,1,512,513
67,1,512,513,86,1,512,513
67,1,512,513,89,1,512,513
67,1,512,513,94,1,512,513
67,1,512,513,97,1,512,513
67,1,512,513,101,1,512,513
67,1,512,513,103,1,512,513
67,1,512,513,106,1,512,513
67,1,512,513,107,1,512,513
67,1,512,513,109,1,512,513
67,1,512,513,113,1,512,513
67,1,512,513,118,1,512,513
67,1,512,513,122,1,512,513
67,1,512,513,127,1,512,513
67,1,512,513,131,1,512,513
67,1,512,513,137,1,512,513
67,1,960,961,71,1,960,961
67,1,960,961,73,1,960,961
67,1,960,961,79,1,960,961
67,1,960,961,83,1,960,961
67,1,960,961,89,1,960,961
67,1,960,961,97,1,960,961
67,1,960,961,101,1,960,961
67,1,960,961,103,1,960,961
67,1,960,961,107,1,960,961
67,1,960,961,109,1,960,961
67,1,960,961,113,1,960,961
67,1,960,961,127,1,960,961
67,1,960,961,131,1,960,961
67,1,2400,2401,71,1,2400,2401
67,1,2400,2401,73,1,2400,2401
67,1,2400,2401,79,1,2400,2401
67,1,2400,2401,83,1,2400,2401
67,1,2400,2401,86,1,2400,2401
67,1,2400,2401,89,1,2400,2401
67,1,2400,2401,97,1,2400,2401
67,1,2400,2401,101,1,2400,2401
67,1,2400,2401,103,1,2400,2401
67,1,2400,2401,107,1,2400,2401
67,1,2400,2401,109,1,2400,2401
67,1,2400,2401,113,1,2400,2401
67,1,2400,2401,127,1,2400,2401
67,1,4374,4375,73,1,4374,4375
67,1,4374,4375,79,1,4374,4375
68,1,63,64,71,1,63,64
68,1,63,64,73,1,63,64
68,1,63,64,79,1,63,64
68,1,63,64,83,1,63,64
68,1,63,64,89,1,63,64
68,1,63,64,97,1,63,64
68,1,63,64,101,1,63,64
68,1,63,64,103,1,63,64
69,1,48,49,71,1,48,49
69,1,48,49,73,1,48,49
69,1,48,49,79,1,48,49
69,1,48,49,83,1,48,49
69,1,48,49,89,1,48,49
69,1,48,49,97,1,48,49
69,1,48,49,101,1,48,49
69,1,63,64,71,1,63,64
69,1,63,64,73,1,63,64
69,1,80,81,71,1,80,81
69,1,80,81,73,1,80,81
69,1,80,81,74,1,80,81
69,1,80,81,79,1,80,81
69,1,80,81,82,1,80,81
69,1,80,81,83,1,80,81
69,1,80,81,86,1,80,81
69,1,80,81,89,1,80,81
69,1,80,81,94,1,80,81
69,1,80,81,97,1,80,81
69,1,80,81,101,1,80,81
69,1,80,81,103,1,80,81
70,1,2400,2401,73,1,2400,2401
70,1,2400,2401,79,1,2400,2401
70,1,2400,2401,83,1,2400,2401
70,1,2400,2401,89,1,2400,2401
70,1,2400,2401,97,1,2400,2401
70,1,2400,2401,101,1,2400,2401
70,1,2400,2401,103,1,2400,2401
70,1,2400,2401,107,1,2400,2401
70,1,2400,2401,109,1,2400,2401
70,1,2400,2401,113,1,2400,2401
70,1,4374,4375,73,1,4374,4375
70,1,4374,4375,79,1,4374,4375
70,1,4374,4375,83,1,4374,4375
70,1,4374,4375,89,1,4374,4375
71,1,15,16,73,1,15,16
71,1,15,16,79,1,15,16
71,1,15,16,83,1,15,16
71,1,24,25,73,1,24,25
71,1,24,25,74,1,24,25
71,1,24,25,79,1,24,25
71,1,24,25,82,1,24,25
71,1,24,25,83,1,24,25
71,1,24,25,86,1,24,25
71,1,24,25,89,1,24,25
71,1,24,25,94,1,24,25
71,1,24,25,97,1,24,25
71,1,24,25,101,1,24,25
71,1,24,25,103,1,24,25
71,1,24,25,106,1,24,25
71,1,24,25,107,1,24,25
71,1,24,25,109,1,24,25
71,1,27,28,73,1,27,28
71,1,27,28,74,1,27,28
71,1,27,28,79,1,27,28
71,1,27,28,82,1,27,28
71,1,27,28,83,1,27,28
71,1,27,28,86,1,27,28
71,1,27,28,89,1,27,28
71,1,27,28,94,1,27,28
71,1,27,28,97,1,27,28
71,1,27,28,101,1,27,28
71,1,27,28,103,1,27,28
71,1,27,28,106,1,27,28
71,1,27,28,107,1,27,28
71,1,27,28,109,1,27,28
71,1,27,28,113,1,27,28
71,1,27,28,118,1,27,28
71,1,32,33,73,1,32,33
71,1,32,33,79,1,32,33
71,1,32,33,83,1,32,33
71,1,32,33,89,1,32,33
71,1,35,36,73,1,35,36
71,1,35,36,79,1,35,36
71,1,35,36,83,1,35,36
71,1,35,36,89,1,35,36
71,1,35,36,97,1,35,36
71,1,35,36,101,1,35,36
71,1,35,36,103,1,35,36
71,1,35,36,107,1,35,36
71,1,48,49,73,1,48,49
71,1,48,49,79,1,48,49
71,1,48,49,83,1,48,49
71,1,48,49,87,1,48,49
71,1,48,49,89,1,48,49
71,1,48,49,93,1,48,49
71,1,48,49,97,1,48,49
71,1,48,49,101,1,48,49
71,1,48,49,103,1,48,49
71,1,48,49,107,1,48,49
71,1,48,49,109,1,48,49
71,1,48,49,113,1,48,49
71,1,49,50,73,1,49,50
71,1,49,50,79,1,49,50
71,1,49,50,83,1,49,50
71,1,49,50,89,1,49,50
71,1,49,50,97,1,49,50
71,1,49,50,101,1,49,50
71,1,49,50,103,1,49,50
71,1,49,50,107,1,49,50
71,1,49,50,109,1,49,50
71,1,63,64,73,1,63,64
71,1,63,64,74,1,63,64
71,1,63,64,76,1,63,64
71,1,63,64,79,1,63,64
71,1,63,64,82,1,63,64
71,1,63,64,83,1,63,64
71,1,63,64,85,1,63,64
71,1,63,64,86,1,63,64
71,1,63,64,89,1,63,64
71,1,63,64,92,1,63,64
71,1,63,64,94,1,63,64
71,1,63,64,95,1,63,64
71,1,63,64,97,1,63,64
71,1,63,64,101,1,63,64
71,1,63,64,103,1,63,64
